country,city,venue,googlemaps_search_text,googlemaps_hyperlink,find1,find2,find3,link_y,link_x,test_coordinates,city_disambiguation,guess,unknown
USA,Phoenix,U.A. Local Pipefitter's Hall,"U.A. Local Pipefitter's Hall, Phoenix, USA","https://www.google.com/maps/place/UA+Local+469+Plumbers,+Pipefitters,+%26+HVAC+Techs,+3109+N+24th+St,+Phoenix,+AZ+85016,+United+States/@33.4844125,-112.030066,17z/data=!4m6!3m5!1s0x872b0d9a03fcb0ed:0xcba0c32d0326b7a5!8m2!3d33.4844125!4d-112.030066!16s%2Fg%2F1td5xmd2",136,147,159,33.4844125,-112.030066,"33.4844125, -112.030066",,0,0
USA,Providence,Church House Inn,"Church House Inn, Providence, USA","https://www.google.com/maps/place/122+Fountain+St,+Providence,+RI+02903,+USA/@41.8231491,-71.415775,15z/data=!4m6!3m5!1s0x89e44512501ca5c7:0xbe97d1e0face84d7!8m2!3d41.8231491!4d-71.415775!16s%2Fg%2F11c268401r?gl=cl",78,89,100,41.8231491,-71.415775,"41.8231491, -71.415775",,0,0
USA,Providence,Living Room,"Living Room, Providence, USA","https://www.google.com/maps/place/273+Promenade+St,+Providence,+RI+02908,+USA/@41.8287258,-71.420695,15z/data=!4m5!3m4!1s0x89e4450fa8e335d5:0xf7403e24117cee34!8m2!3d41.8287258!4d-71.420695?gl=cl",79,90,101,41.8287258,-71.420695,"41.8287258, -71.420695",,0,0
USA,Providence,Lupo's Heartbreak Hotel,"Lupo's Heartbreak Hotel, Providence, USA","https://www.google.com/maps/place/79+Washington+St,+Providence,+RI+02903,+USA/@41.8235705,-71.4142177,15z/data=!4m6!3m5!1s0x89e44513c9010dbb:0x385bfdc76cbe77f3!8m2!3d41.8235705!4d-71.4142177!16s%2Fg%2F11c5n7j5zw?gl=cl",79,90,102,41.8235705,-71.4142177,"41.8235705, -71.4142177",,0,0
USA,Providence,Rhode Island School of Design,"Rhode Island School of Design, Providence, USA","https://www.google.com/maps/place/Rhode+Island+School+of+Design+(RISD),+20+Washington+Pl,+Providence,+RI+02903,+United+States/@41.8270817,-71.4092955,17z/data=!4m6!3m5!1s0x89e44517c1760b29:0x613efae532b2721e!8m2!3d41.8270817!4d-71.4092955!16zL20vMDJzNjJx",127,138,150,41.8270817,-71.4092955,"41.8270817, -71.4092955",,0,0
USA,Providence,Rocket,"Rocket, Providence, USA","https://www.google.com/maps/place/73+Richmond+St,+Providence,+RI+02903,+USA/@41.8202316,-71.4114292,15z/data=!4m6!3m5!1s0x89e44514a4513d3d:0x61022b7a8442af6e!8m2!3d41.8202316!4d-71.4114292!16s%2Fg%2F11bw3zbtxp?gl=cl",77,88,100,41.8202316,-71.4114292,"41.8202316, -71.4114292",,0,0
USA,Seattle,DV8,"DV8, Seattle, USA","https://www.google.com/maps/place/131+Taylor+Ave+N,+Seattle,+WA+98109,+USA/@47.619369,-122.346692,15z/data=!4m6!3m5!1s0x54901548b824ac89:0x5ae5721127f44937!8m2!3d47.619369!4d-122.346692!16s%2Fg%2F11rgxqb746?gl=cl",76,86,98,47.619369,-122.346692,"47.619369, -122.346692",,0,0
USA,Seattle,Lake City Concert Hall,"Lake City Concert Hall, Seattle, USA","https://www.google.com/maps/place/NE+125th+St+%26+Lake+City+Way+NE,+Seattle,+WA+98125,+USA/@47.7192729,-122.2951529,16z/data=!4m6!3m5!1s0x54901164af197d21:0x400d91b6934ad19a!8m2!3d47.7192729!4d-122.2951529!16s%2Fg%2F11gdr5q4fl?gl=cl",92,103,116,47.7192729,-122.2951529,"47.7192729, -122.2951529",,0,0
USA,Seattle,Oz,"Oz, Seattle, USA","https://www.google.com/maps/place/131+Taylor+Ave+N,+Seattle,+WA+98109,+USA/@47.619369,-122.346692,15z/data=!4m6!3m5!1s0x54901548b824ac89:0x5ae5721127f44937!8m2!3d47.619369!4d-122.346692!16s%2Fg%2F11rgxqb746?gl=cl",76,86,98,47.619369,-122.346692,"47.619369, -122.346692",,0,0
USA,Seattle,OZ,"OZ, Seattle, USA","https://www.google.com/maps/place/131+Taylor+Ave+N,+Seattle,+WA+98109,+USA/@47.619369,-122.346692,15z/data=!4m6!3m5!1s0x54901548b824ac89:0x5ae5721127f44937!8m2!3d47.619369!4d-122.346692!16s%2Fg%2F11rgxqb746?gl=cl",76,86,98,47.619369,-122.346692,"47.619369, -122.346692",,0,0
USA,Seattle,Washington Performance Hall,"Washington Performance Hall, Seattle, USA","https://www.google.com/maps/place/153+14th+Ave,+Seattle,+WA+98122,+USA/@47.6028246,-122.31462,15z/data=!4m6!3m5!1s0x54906ac0cba38079:0xe4a6eb1a0fa27ce!8m2!3d47.6028246!4d-122.31462!16s%2Fg%2F11bw3y28f5?gl=cl",72,83,94,47.6028246,-122.31462,"47.6028246, -122.31462",,0,0
Yugoslavia,Ljubljana,Menza N,"Menza N, Ljubljana, Yugoslavia","https://www.google.com/maps/place/Menza+pri+koritu,+Metelkova+ulica+8,+1000+Ljubljana,+Slovenia/@46.0564138,14.5172497,16z/data=!4m9!1m2!2m1!1sMenza+N,+Ljubljana,+Yugoslavia!3m5!1s0x476532839cc907db:0x5e6e1e6ac433eaba!8m2!3d46.0564138!4d14.5172497!16s%2Fg%2F11b77jkjc1",97,108,119,46.0564138,14.5172497,"46.0564138, 14.5172497",,0,0
Yugoslavia,Ljubljana,Metelkova,"Metelkova, Ljubljana, Yugoslavia","https://www.google.com/maps/place/Metelkova+Art+Center,+Metelkova+ulica+10,+1000+Ljubljana,+Slovenia/@46.0572838,14.5166037,17z/data=!4m6!3m5!1s0x47653284823372d1:0x6eb89104cc798f05!8m2!3d46.0572838!4d14.5166037!16zL20vMGd6aHB3",102,113,124,46.0572838,14.5166037,"46.0572838, 14.5166037",,0,0
Yugoslavia,Ljubljana,Sports Hall,"Sports Hall, Ljubljana, Yugoslavia","https://www.google.com/maps/place/%C5%A0portno+rekreacijski+center+Tivoli,+poslovna+enota+gostinstvo+Kodeljevo,+Gortanova+ulica+21,+1000+Ljubljana,+Slovenia/@46.0503433,14.5329977,17z/data=!4m6!3m5!1s0x4765327886ca1d5f:0xef735653deb8df28!8m2!3d46.0503433!4d14.5329977!16s%2Fm%2F04d_2xb",158,169,180,46.0503433,14.5329977,"46.0503433, 14.5329977",,0,0
Yugoslavia,Ljubljana,University Student Bar,"University Student Bar, Ljubljana, Yugoslavia","https://www.google.com/maps/place/%C5%A0tudentska+organizacija+univerze+v+Ljubljani,+Pivovarni%C5%A1ka+ulica+6,+1000+Ljubljana,+Slovenia/@46.0588535,14.5019969,17z/data=!4m9!1m2!2m1!1svelika+dvorana+%C5%A1tudent.+naselje+ljubljana!3m5!1s0x4765329e467098cf:0x940c854e62529e25!8m2!3d46.058603!4d14.5019121!16s%2Fg%2F1hc84j53k",138,149,160,46.0588535,14.5019969,"46.0588535, 14.5019969",,0,0
Yugoslavia,Ljubljana,University Student Center,"University Student Center, Ljubljana, Yugoslavia","https://www.google.com/maps/place/%C5%A0tudentska+organizacija+univerze+v+Ljubljani,+Pivovarni%C5%A1ka+ulica+6,+1000+Ljubljana,+Slovenia/@46.0588535,14.5019969,17z/data=!4m9!1m2!2m1!1svelika+dvorana+%C5%A1tudent.+naselje+ljubljana!3m5!1s0x4765329e467098cf:0x940c854e62529e25!8m2!3d46.058603!4d14.5019121!16s%2Fg%2F1hc84j53k",138,149,160,46.0588535,14.5019969,"46.0588535, 14.5019969",,0,0
Australia,Melbourne,Collingwood Town Hall,"Collingwood Town Hall, Melbourne, Australia","https://www.google.com/maps/place/Collingwood+Town+Hall,+140+Hoddle+St,+Abbotsford+VIC+3067,+Australia/@-37.8039481,144.9928449,17z/data=!4m6!3m5!1s0x6ad6431d5f93f76f:0x6ab8571275226180!8m2!3d-37.8039481!4d144.9928449!16s%2Fm%2F025xr8y",104,116,128,-37.8039481,144.9928449,"-37.8039481, 144.9928449",,0,0
Australia,Melbourne,Lava Lounge,"Lava Lounge, Melbourne, Australia","https://www.google.com/maps/place/Lava+Lounge+Nightclub,+27+High+St,+Berwick+VIC+3806,+Australia/@-38.030862,145.345723,17z/data=!4m6!3m5!1s0x6ad6198085879ea5:0x7c5ab45cc4069c39!8m2!3d-38.030862!4d145.345723!16s%2Fg%2F11fphtw9cv",98,109,120,-38.030862,145.345723,"-38.030862, 145.345723",,0,0
Australia,Melbourne,Melbourne Uni,"Melbourne Uni, Melbourne, Australia","https://www.google.com/maps/place/UMSU+%E2%80%93+University+of+Melbourne+Student+Union,+Building+168,+University+of+Melbourne,+Parkville+VIC+3010,+Australia/@-37.7968615,144.9608419,17z/data=!4m9!1m2!2m1!1sstudent+union,+melbourne+university!3m5!1s0x6ad642d4cc427dd1:0x36da9837eb03ca3c!8m2!3d-37.7968615!4d144.9608419!16s%2Fg%2F11cnb8kh2k",158,170,182,-37.7968615,144.9608419,"-37.7968615, 144.9608419",,0,0
Australia,Melbourne,Wall St.,"Wall St., Melbourne, Australia","https://www.google.com/maps/place/Max+Watts+Melbourne,+125+Swanston+St,+Melbourne+VIC+3000,+Australia/@-37.8147268,144.9659968,17z/data=!4m6!3m5!1s0x6ad6439fda747bcd:0x50c3a388adf1b43a!8m2!3d-37.8147268!4d144.9659968!16s%2Fg%2F11bv1n6lky",103,115,127,-37.8147268,144.9659968,"-37.8147268, 144.9659968",,0,0
Canada,Toronto,Opera House,"Opera House, Toronto, Canada",,,,,,,,,0,0
Canada,Toronto,Phoenix Theater,"Phoenix Theater, Toronto, Canada",,,,,,,,,0,0
Canada,Toronto,Rivoli Theater,"Rivoli Theater, Toronto, Canada",,,,,,,,,0,0
Canada,Toronto,RPM Warehouse,"RPM Warehouse, Toronto, Canada",,,,,,,,,0,0
England,Belfast,Arts Centre,"Arts Centre, Belfast, England",,,,,,,,,0,0
England,Belfast,Belfast Art College,"Belfast Art College, Belfast, England",,,,,,,,,0,0
England,Belfast,Queen's Hall,"Queen's Hall, Belfast, England",,,,,,,,,0,0
England,Belfast,Queen's University Mandela Hall,"Queen's University Mandela Hall, Belfast, England",,,,,,,,,0,0
England,Brighton,Brighton Center,"Brighton Center, Brighton, England",,,,,,,,,0,0
England,Brighton,Corn Exchange,"Corn Exchange, Brighton, England",,,,,,,,,0,0
England,Brighton,Sussex University Nelson Mandela Hall,"Sussex University Nelson Mandela Hall, Brighton, England",,,,,,,,,0,0
England,Brighton,Zap Club,"Zap Club, Brighton, England",,,,,,,,,0,0
Italy,Torino,El Paso,"El Paso, Torino, Italy",,,,,,,,,0,0
Italy,Torino,Hiroshima,"Hiroshima, Torino, Italy",,,,,,,,,0,0
Italy,Torino,Murazzi,"Murazzi, Torino, Italy",,,,,,,,,0,0
Italy,Torino,Parco Ex Ospedale Psichiatrico,"Parco Ex Ospedale Psichiatrico, Torino, Italy",,,,,,,,,0,0
Netherlands,Amsterdam,Melkweg,"Melkweg, Amsterdam, Netherlands",,,,,,,,,0,0
Netherlands,Amsterdam,Paradiso,"Paradiso, Amsterdam, Netherlands",,,,,,,,,0,0
Netherlands,Amsterdam,Van Hall,"Van Hall, Amsterdam, Netherlands",,,,,,,,,0,0
Netherlands,Amsterdam,Vranckrijk,"Vranckrijk, Amsterdam, Netherlands",,,,,,,,,0,0
USA,Baltimore,Steelworkers Hall,"Steelworkers Hall, Baltimore, USA",,,,,,,,,0,0
USA,Baltimore,Studio 10,"Studio 10, Baltimore, USA",,,,,,,,,0,0
USA,Baltimore,Teamsters Hall,"Teamsters Hall, Baltimore, USA",,,,,,,,,0,0
USA,Baltimore,University of Maryland Baltimore,"University of Maryland Baltimore, Baltimore, USA",,,,,,,,,0,0
USA,Burlington,242 Main,"242 Main, Burlington, USA",,,,,,,,,0,0
USA,Burlington,Cook Commons,"Cook Commons, Burlington, USA",,,,,,,,,0,0
USA,Burlington,Memorial Hall,"Memorial Hall, Burlington, USA",,,,,,,,,0,0
USA,Burlington,The Border,"The Border, Burlington, USA",,,,,,,,,0,0
USA,Cleveland,Agora Theater,"Agora Theater, Cleveland, USA",,,,,,,,,0,0
USA,Cleveland,Flash's,"Flash's, Cleveland, USA",,,,,,,,,0,0
USA,Cleveland,Nautica Stage,"Nautica Stage, Cleveland, USA",,,,,,,,,0,0
USA,Cleveland,Phantasy Nightclub,"Phantasy Nightclub, Cleveland, USA",,,,,,,,,0,0
USA,Denver,Atzlan Theater,"Atzlan Theater, Denver, USA",,,,,,,,,0,0
USA,Denver,Gothic Theater,"Gothic Theater, Denver, USA",,,,,,,,,0,0
USA,Denver,Mammoth Events Center,"Mammoth Events Center, Denver, USA",,,,,,,,,0,0
USA,Denver,Ogden Theater,"Ogden Theater, Denver, USA",,,,,,,,,0,0
USA,Gainesville,American Legion Hall,"American Legion Hall, Gainesville, USA",,,,,,,,,0,0
USA,Gainesville,Brick City,"Brick City, Gainesville, USA",,,,,,,,,0,0
USA,Gainesville,Club Demolition,"Club Demolition, Gainesville, USA",,,,,,,,,0,0
USA,Gainesville,Florida Theater,"Florida Theater, Gainesville, USA",,,,,,,,,0,0
USA,Indianapolis,City Lights,"City Lights, Indianapolis, USA",,,,,,,,,0,0
USA,Indianapolis,Eastwood Entertainment Center,"Eastwood Entertainment Center, Indianapolis, USA",,,,,,,,,0,0
USA,Indianapolis,Knights of Columbus Hall,"Knights of Columbus Hall, Indianapolis, USA",,,,,,,,,0,0
USA,Indianapolis,Ritz Music Hall,"Ritz Music Hall, Indianapolis, USA",,,,,,,,,0,0
USA,Los Angeles,Anti-Club,"Anti-Club, Los Angeles, USA",,,,,,,,,0,0
USA,Los Angeles,Hollywood Palladium,"Hollywood Palladium, Los Angeles, USA",,,,,,,,,0,0
USA,Los Angeles,Palace,"Palace, Los Angeles, USA",,,,,,,,,0,0
USA,Los Angeles,Shrine Auditorium,"Shrine Auditorium, Los Angeles, USA",,,,,,,,,0,0
USA,Milwaukee,Central Park,"Central Park, Milwaukee, USA",,,,,,,,,0,0
USA,Milwaukee,Crystal Palace,"Crystal Palace, Milwaukee, USA",,,,,,,,,0,0
USA,Milwaukee,Eagle's Ballroom,"Eagle's Ballroom, Milwaukee, USA",,,,,,,,,0,0
USA,Milwaukee,Rave,"Rave, Milwaukee, USA",,,,,,,,,0,0
USA,Olympia,Capitol Theater,"Capitol Theater, Olympia, USA",,,,,,,,,0,0
USA,Olympia,Chambers Grange Hall,"Chambers Grange Hall, Olympia, USA",,,,,,,,,0,0
USA,Olympia,Evergreen University,"Evergreen University, Olympia, USA",,,,,,,,,0,0
USA,Olympia,Rignall Hall,"Rignall Hall, Olympia, USA",,,,,,,,,0,0
USA,Philadelphia,Drexel University,"Drexel University, Philadelphia, USA",,,,,,,,,0,0
USA,Philadelphia,Electric Factory,"Electric Factory, Philadelphia, USA",,,,,,,,,0,0
USA,Philadelphia,Trocadero,"Trocadero, Philadelphia, USA",,,,,,,,,0,0
USA,Philadelphia,YMCA,"YMCA, Philadelphia, USA",,,,,,,,,0,0
USA,Pittsburgh,Carnegie Mellon University,"Carnegie Mellon University, Pittsburgh, USA",,,,,,,,,0,0
USA,Pittsburgh,Metropol,"Metropol, Pittsburgh, USA",,,,,,,,,0,0
USA,Pittsburgh,Sonic Temple,"Sonic Temple, Pittsburgh, USA",,,,,,,,,0,0
USA,Pittsburgh,Upstage Lounge,"Upstage Lounge, Pittsburgh, USA",,,,,,,,,0,0
USA,Salt Lake City,Bricks,"Bricks, Salt Lake City, USA",,,,,,,,,0,0
USA,Salt Lake City,Fairgrounds Coliseum,"Fairgrounds Coliseum, Salt Lake City, USA",,,,,,,,,0,0
USA,Salt Lake City,Speedway,"Speedway, Salt Lake City, USA",,,,,,,,,0,0
USA,Salt Lake City,Utah State Fairpark Coliseum,"Utah State Fairpark Coliseum, Salt Lake City, USA",,,,,,,,,0,0
USA,Savannah,Knights of Columbus Hall,"Knights of Columbus Hall, Savannah, USA",,,,,,,,,0,0
USA,Savannah,River Rock,"River Rock, Savannah, USA",,,,,,,,,0,0
USA,Savannah,Sun,"Sun, Savannah, USA",,,,,,,,,0,0
USA,Savannah,Zoo,"Zoo, Savannah, USA",,,,,,,,,0,0
USA,Tucson,Coyote's,"Coyote's, Tucson, USA",,,,,,,,,0,0
USA,Tucson,Dodiak Gallery,"Dodiak Gallery, Tucson, USA",,,,,,,,,0,0
USA,Tucson,Park Place BBQ,"Park Place BBQ, Tucson, USA",,,,,,,,,0,0
USA,Tucson,Rialto Theater,"Rialto Theater, Tucson, USA",,,,,,,,,0,0
Australia,Adelaide,Adelaide University,"Adelaide University, Adelaide, Australia","https://www.google.com/maps/place/Scott+Theatre,+The+University+of+Adelaide,+Kintore+Ave,+Adelaide+SA+5005,+Australia/@-34.9184709,138.6034224,17z/data=!4m9!1m2!2m1!1sThe+University+of+Adelaide,+concert+hall!3m5!1s0x6ab0ced4b63b43cb:0x2b15ec9587e2d491!8m2!3d-34.9188213!4d138.6026389!16s%2Fg%2F1tg5zry9",119,131,143,-34.9184709,138.6034224,"-34.9184709, 138.6034224",,0,0
Australia,Adelaide,Dom Polski Hall,"Dom Polski Hall, Adelaide, Australia","https://www.google.com/maps/place/Dom+Polski+Centre,+230+Angas+St,+Adelaide+SA+5000,+Australia/@-34.9292695,138.6094706,19z/data=!4m6!3m5!1s0x6ab0cecfe7d35df9:0x9ca68ae9bb617087!8m2!3d-34.9292233!4d138.6094612!16s%2Fg%2F1tfb23g6",96,108,120,-34.9292695,138.6094706,"-34.9292695, 138.6094706",,0,0
Australia,Adelaide,Le Rox Hotel,"Le Rox Hotel, Adelaide, Australia","https://www.google.com/maps/place/9+Light+Square,+Adelaide+SA+5000,+Australia/@-34.9239321,138.5929121,20z/data=!4m6!3m5!1s0x6ab0cf2f5f17af69:0x8a43f5b0eafbff2!8m2!3d-34.9238658!4d138.5929047!16s%2Fg%2F11csdmq79v?gl=cl",79,91,103,-34.9239321,138.5929121,"-34.9239321, 138.5929121",,0,0
Australia,Brisbane,Boulder Gallery,"Boulder Gallery, Brisbane, Australia",,,,,,,,,0,0
Australia,Brisbane,Funkyard,"Funkyard, Brisbane, Australia",,,,,,,,,0,0
Australia,Brisbane,Roxy,"Roxy, Brisbane, Australia",,,,,,,,,0,0
Australia,Canberra,A.N.U. Bar,"A.N.U. Bar, Canberra, Australia",,,,,,,,,0,0
Australia,Canberra,Anu Bar,"Anu Bar, Canberra, Australia",,,,,,,,,0,0
Australia,Canberra,Youth Cafe,"Youth Cafe, Canberra, Australia",,,,,,,,,0,0
Canada,Montreal,Metropolis,"Metropolis, Montreal, Canada",,,,,,,,,0,0
Canada,Montreal,Rialto Theatre,"Rialto Theatre, Montreal, Canada",,,,,,,,,0,0
Canada,Montreal,Spectrum,"Spectrum, Montreal, Canada",,,,,,,,,0,0
England,Birmingham,Edward's #8,"Edward's #8, Birmingham, England",,,,,,,,,0,0
England,Birmingham,Goldwyns,"Goldwyns, Birmingham, England",,,,,,,,,0,0
England,Birmingham,Sanctuary,"Sanctuary, Birmingham, England",,,,,,,,,0,0
England,Bristol,Academy,"Academy, Bristol, England",,,,,,,,,0,0
England,Bristol,Bierkellar,"Bierkellar, Bristol, England",,,,,,,,,0,0
England,Bristol,Bierkeller,"Bierkeller, Bristol, England",,,,,,,,,0,0
England,Liverpool,Bluecoat Chamber,"Bluecoat Chamber, Liverpool, England",,,,,,,,,0,0
England,Liverpool,Liverpool Polytechnic Canteen,"Liverpool Polytechnic Canteen, Liverpool, England",,,,,,,,,0,0
England,Liverpool,Planet X,"Planet X, Liverpool, England",,,,,,,,,0,0
France,Paris,Club Gibus,"Club Gibus, Paris, France",,,,,,,,,0,0
France,Paris,Elysee Montmartre,"Elysee Montmartre, Paris, France",,,,,,,,,0,0
France,Paris,Le Cafe De la Danse,"Le Cafe De la Danse, Paris, France",,,,,,,,,0,0
Germany,Bielefeld,AJZ,"AJZ, Bielefeld, Germany",,,,,,,,,0,0
Germany,Bielefeld,JZ Kamp,"JZ Kamp, Bielefeld, Germany",,,,,,,,,0,0
Germany,Bielefeld,PC 69,"PC 69, Bielefeld, Germany",,,,,,,,,0,0
Germany,Hamburg,Fabrik,"Fabrik, Hamburg, Germany",,,,,,,,,0,0
Germany,Hamburg,Hafenstrasse,"Hafenstrasse, Hamburg, Germany",,,,,,,,,0,0
Germany,Hamburg,Markthalle,"Markthalle, Hamburg, Germany",,,,,,,,,0,0
Germany,Munich,Backstage,"Backstage, Munich, Germany",,,,,,,,,0,0
Germany,Munich,Nachtwerk,"Nachtwerk, Munich, Germany",,,,,,,,,0,0
Germany,Munich,Theaterfabrik,"Theaterfabrik, Munich, Germany",,,,,,,,,0,0
Japan,Tokyo,Anti Knock,"Anti Knock, Tokyo, Japan",,,,,,,,,0,0
Japan,Tokyo,Club Quattro,"Club Quattro, Tokyo, Japan",,,,,,,,,0,0
Japan,Tokyo,Guilty,"Guilty, Tokyo, Japan",,,,,,,,,0,0
Norway,Oslo,Blitz,"Blitz, Oslo, Norway",,,,,,,,,0,0
Norway,Oslo,Rockefeller Music Hall,"Rockefeller Music Hall, Oslo, Norway",,,,,,,,,0,0
Norway,Oslo,Sentrum Scene,"Sentrum Scene, Oslo, Norway",,,,,,,,,0,0
Scotland,Glasgow,Barrowland Ballroom,"Barrowland Ballroom, Glasgow, Scotland",,,,,,,,,0,0
Scotland,Glasgow,Glasgow School of Art,"Glasgow School of Art, Glasgow, Scotland",,,,,,,,,0,0
Scotland,Glasgow,Mayfair,"Mayfair, Glasgow, Scotland",,,,,,,,,0,0
Spain,Barcelona,KGB,"KGB, Barcelona, Spain",,,,,,,,,0,0
Spain,Barcelona,Zeleste,"Zeleste, Barcelona, Spain",,,,,,,,,0,0
Spain,Barcelona,Zeleste 2,"Zeleste 2, Barcelona, Spain",,,,,,,,,0,0
USA,Atlanta,Excelsior Mill,"Excelsior Mill, Atlanta, USA",,,,,,,,,0,0
USA,Atlanta,First Existentialist Church,"First Existentialist Church, Atlanta, USA",,,,,,,,,0,0
USA,Atlanta,Masquerade,"Masquerade, Atlanta, USA",,,,,,,,,0,0
USA,Boston,Channel,"Channel, Boston, USA",,,,,,,,,0,0
USA,Boston,Green Street Station,"Green Street Station, Boston, USA",,,,,,,,,0,0
USA,Boston,Mass Art Gymnasium,"Mass Art Gymnasium, Boston, USA",,,,,,,,,0,0
USA,Charlotte,Milestone,"Milestone, Charlotte, USA",,,,,,,,,0,0
USA,Charlotte,Thirteen Thirteen,"Thirteen Thirteen, Charlotte, USA",,,,,,,,,0,0
USA,Charlotte,Tremont Music Hall,"Tremont Music Hall, Charlotte, USA",,,,,,,,,0,0
USA,Dayton,1470 West,"1470 West, Dayton, USA",,,,,,,,,0,0
USA,Dayton,Dayton Fest / Brookwood Island,"Dayton Fest / Brookwood Island, Dayton, USA",,,,,,,,,0,0
USA,Dayton,Electrician's Hall,"Electrician's Hall, Dayton, USA",,,,,,,,,0,0
USA,Detroit,Majestic Theater,"Majestic Theater, Detroit, USA",,,,,,,,,0,0
USA,Detroit,St. Dominick's Church,"St. Dominick's Church, Detroit, USA",,,,,,,,,0,0
USA,Detroit,State Theater,"State Theater, Detroit, USA",,,,,,,,,0,0
USA,El Paso,Club 101,"Club 101, El Paso, USA",,,,,,,,,0,0
USA,El Paso,E9,"E9, El Paso, USA",,,,,,,,,0,0
USA,El Paso,Metropolis,"Metropolis, El Paso, USA",,,,,,,,,0,0
USA,Greensboro,Miracle House,"Miracle House, Greensboro, USA",,,,,,,,,0,0
USA,Greensboro,"Sternberger Hall, Guilford College","Sternberger Hall, Guilford College, Greensboro, USA",,,,,,,,,0,0
USA,Greensboro,Trim Shop,"Trim Shop, Greensboro, USA",,,,,,,,,0,0
USA,Honolulu,After Dark,"After Dark, Honolulu, USA",,,,,,,,,0,0
USA,Honolulu,Groove,"Groove, Honolulu, USA",,,,,,,,,0,0
USA,Honolulu,University of Hawaii,"University of Hawaii, Honolulu, USA",,,,,,,,,0,0
USA,Knoxville,Backstage at the Library,"Backstage at the Library, Knoxville, USA",,,,,,,,,0,0
USA,Knoxville,Electric Ballroom,"Electric Ballroom, Knoxville, USA",,,,,,,,,0,0
USA,Knoxville,Flamingo,"Flamingo, Knoxville, USA",,,,,,,,,0,0
USA,Lincoln,Centennial Hall,"Centennial Hall, Lincoln, USA",,,,,,,,,0,0
USA,Lincoln,State Fairgrounds Agricultural Hall,"State Fairgrounds Agricultural Hall, Lincoln, USA",,,,,,,,,0,0
USA,Lincoln,University of Nebraska Centennial Hall,"University of Nebraska Centennial Hall, Lincoln, USA",,,,,,,,,0,0
USA,Little Rock,Mandrake's,"Mandrake's, Little Rock, USA",,,,,,,,,0,0
USA,Little Rock,Rivermarket Pavillion,"Rivermarket Pavillion, Little Rock, USA",,,,,,,,,0,0
USA,Little Rock,Vino's,"Vino's, Little Rock, USA",,,,,,,,,0,0
USA,Memphis,Antennae Club,"Antennae Club, Memphis, USA",,,,,,,,,0,0
USA,Memphis,New Daisy Theater,"New Daisy Theater, Memphis, USA",,,,,,,,,0,0
USA,Memphis,Omni New Daisy,"Omni New Daisy, Memphis, USA",,,,,,,,,0,0
USA,Minneapolis,7th Street Entry,"7th Street Entry, Minneapolis, USA",,,,,,,,,0,0
USA,Minneapolis,Avalon Theater,"Avalon Theater, Minneapolis, USA",,,,,,,,,0,0
USA,Minneapolis,First Avenue,"First Avenue, Minneapolis, USA",,,,,,,,,0,0
USA,Morgantown,123 Pleasant St.,"123 Pleasant St., Morgantown, USA",,,,,,,,,0,0
USA,Morgantown,Dry House,"Dry House, Morgantown, USA",,,,,,,,,0,0
USA,Morgantown,Machine Shop,"Machine Shop, Morgantown, USA",,,,,,,,,0,0
USA,Nashville,328 Performance,"328 Performance, Nashville, USA",,,,,,,,,0,0
USA,Nashville,Cannery,"Cannery, Nashville, USA",,,,,,,,,0,0
USA,Nashville,Elliston Square,"Elliston Square, Nashville, USA",,,,,,,,,0,0
USA,New Orleans,New Orleans Music Hall,"New Orleans Music Hall, New Orleans, USA",,,,,,,,,0,0
USA,New Orleans,Storyville,"Storyville, New Orleans, USA",,,,,,,,,0,0
USA,New Orleans,Tipitina's,"Tipitina's, New Orleans, USA",,,,,,,,,0,0
USA,Omaha,Peony Park Royal Grove,"Peony Park Royal Grove, Omaha, USA",,,,,,,,,0,0
USA,Omaha,Radial Social Hall,"Radial Social Hall, Omaha, USA",,,,,,,,,0,0
USA,Omaha,Sokol Hall,"Sokol Hall, Omaha, USA",,,,,,,,,0,0
USA,Orlando,Beacham Theater,"Beacham Theater, Orlando, USA",,,,,,,,,0,0
USA,Orlando,Edge,"Edge, Orlando, USA",,,,,,,,,0,0
USA,Orlando,Firestone,"Firestone, Orlando, USA",,,,,,,,,0,0
USA,Poughkeepsie,Chance,"Chance, Poughkeepsie, USA",,,,,,,,,0,0
USA,Poughkeepsie,Vassar College,"Vassar College, Poughkeepsie, USA",,,,,,,,,0,0
USA,Poughkeepsie,Vassar College Walker Fieldhouse,"Vassar College Walker Fieldhouse, Poughkeepsie, USA",,,,,,,,,0,0
USA,Sacramento,Crest Theater,"Crest Theater, Sacramento, USA",,,,,,,,,0,0
USA,Sacramento,Grind,"Grind, Sacramento, USA",,,,,,,,,0,0
USA,Sacramento,One Edge Up,"One Edge Up, Sacramento, USA",,,,,,,,,0,0
USA,San Antonio,Cameo Theater,"Cameo Theater, San Antonio, USA",,,,,,,,,0,0
USA,San Antonio,Showcase Special Events,"Showcase Special Events, San Antonio, USA",,,,,,,,,0,0
USA,San Antonio,Sunset Saloon,"Sunset Saloon, San Antonio, USA",,,,,,,,,0,0
USA,St. Louis,Bernard's Pub,"Bernard's Pub, St. Louis, USA",,,,,,,,,0,0
USA,St. Louis,Galaxy,"Galaxy, St. Louis, USA",,,,,,,,,0,0
USA,St. Louis,Mississippi Nights,"Mississippi Nights, St. Louis, USA",,,,,,,,,0,0
